chem_id	umap1	umap2	Chemical Library	ProductName	n_predicted_inhibited_strains	antibiotic	Reported Activity
HY-N7000	1.7367924	1.7139686	MCE	Perillyl alcohol	0	not_abx	NA
HY-N6996	11.116402	6.151479	MCE	Methyl Eugenol	0	not_abx	NA
HY-N6691	-0.11160402	4.3219256	MCE	Veratridine	0	not_abx	NA
HY-N6658	8.025816	12.286218999999999	MCE	6-Hydroxy-4-methylcoumarin	0	not_abx	NA
HY-N6655	5.9314637	1.9893522	MCE	DL-Methionine methylsulfonium (chloride)	0	not_abx	NA
HY-N2512	3.2379723	2.8118515	MCE	1-Monomyristin	0	not_abx	NA
HY-N3075	3.264558	3.5314107	MCE	Phytol	0	not_abx	NA
HY-N2995	-0.3080006	4.749295	MCE	Poricoic acid A	0	not_abx	NA
HY-N2591	9.455064	4.708483	MCE	Isocorydine	0	not_abx	NA
HY-N2579	2.2946162	-2.56407	MCE	1-Kestose	0	not_abx	NA
HY-W015061	9.854097	7.620525	MCE	2-(2-Phenylacetamido)acetic acid	0	not_abx	NA
HY-W015224	6.7565403	11.912248	MCE	Methyl 2-(1H-indol-3-yl)acetate	0	not_abx	NA
HY-W015229	6.8032036	11.922853	MCE	3-Indolepropionic acid	0	not_abx	NA
HY-N2553	9.051183	6.202045	MCE	4-Deoxypyridoxine 5'-phosphate	0	not_abx	NA
HY-W015300	3.1787832	1.2611809	MCE	Suberic acid	0	not_abx	NA
HY-W015309	3.2140772	2.3001068	MCE	Decanoic acid	0	not_abx	NA
HY-N2510	11.124689	6.0532713	MCE	Myristicin	0	not_abx	NA
HY-N3686	3.9622648	-1.5442312	MCE	D-Arabitol	0	not_abx	NA
HY-N2488	7.5222063	11.831398	MCE	Demethylsuberosin	0	not_abx	NA
HY-N2484	11.442894	5.839484	MCE	Methylnissolin	0	not_abx	NA
HY-N2473	10.811145	4.9675255	MCE	Methylnissolin-3-O-glucoside	0	not_abx	NA
HY-B2122	3.0525873	-2.1992693	MCE	Maltitol	0	not_abx	NA
HY-W015326	11.545242	7.903633	MCE	3-Hydroxymandelic Acid	0	not_abx	NA
HY-W015342	11.836056	6.9846764	MCE	Methyl anisate	0	not_abx	NA
HY-N2464	2.3078995	-2.4955802	MCE	Maltotetraose	0	not_abx	NA
HY-N2435	7.757675	4.7134	MCE	[8]-Shogaol	0	not_abx	NA
HY-W015346	11.146569	7.7562294	MCE	Desaminotyrosine	0	not_abx	NA
HY-N2420	11.854225	6.731523	MCE	Flavokawain A	0	not_abx	NA
HY-N3544	0.706672	4.930354	MCE	Caryophyllene oxide	0	not_abx	NA
HY-W015060	9.794188	7.585259	MCE	2-(2-Methylbenzamido)acetic acid	0	not_abx	NA
HY-N6615	7.55671	11.627374	MCE	Aflatoxin B1	0	not_abx	NA
HY-W014796	7.1605797	12.1901	MCE	2-Naphthoxyacetic acid	0	not_abx	NA
HY-N6612	3.3190153	-1.9778148	MCE	D-Glucuronic acid	0	not_abx	NA
HY-W014130	5.012271	1.0191604	MCE	Ac-Arg-OH	0	not_abx	NA
HY-W014225	11.681396	7.956846	MCE	3-Phenoxybenzoic acid	0	not_abx	NA
HY-N6583	8.625949	11.516035	MCE	Licoflavonol	0	not_abx	NA
HY-N6074	0.16942157	5.9653745	MCE	Soyasapogenol B	0	not_abx	NA
HY-N5132	-0.09092096	5.484183	MCE	(-)-Fenchone	0	not_abx	NA
HY-W014502	9.439197	7.528178	MCE	D-Kynurenine	0	not_abx	NA
HY-N5077	8.322799	4.7953377	MCE	Sinapine	0	not_abx	NA
HY-W014589	6.0055885	5.2985206	MCE	2,4-Di-tert-butylphenol	0	not_abx	NA
HY-W014787	3.147136	1.5789561	MCE	Decanedioic acid	0	not_abx	NA
HY-W014993	9.648333	1.5972136	MCE	1,3-Dimethyluric acid	0	not_abx	NA
HY-W015007	9.997128	6.2600913	MCE	Metyrosine	0	not_abx	NA
HY-N5034	4.9433002	0.07204922	MCE	Phosphorylethanolamine	0	not_abx	NA
HY-N4283	11.207162	6.285997	MCE	Coniferyl alcohol	0	not_abx	NA
HY-N4261	6.232114	11.0834465	MCE	Dehydronuciferine	0	not_abx	NA
HY-N4187	10.907306	6.482315	MCE	Licochalcone D	0	not_abx	NA
HY-N4182	10.959345	6.6300216	MCE	Licochalcone E	0	not_abx	NA
HY-N4150	7.159969	14.144381	MCE	Quercetagitrin	0	not_abx	NA
HY-N4112	3.803	-1.4857782	MCE	L-Fucitol	0	not_abx	NA
HY-N4102	8.06882	12.319239	MCE	5,7-Dihydroxy-4-methylcoumarin	0	not_abx	NA
HY-N4087	-0.3511794	2.4831305	MCE	Platycodin D2	0	not_abx	NA
HY-N4072	7.2313848	13.710438	MCE	6''-O-Acetylglycitin	0	not_abx	NA
HY-N7137	-0.7071856	6.083953	MCE	Norgestrel	0	not_abx	NA
HY-W012382	10.162972	7.111386	MCE	N-Acetyl-L-tyrosine	0	not_abx	NA
HY-N7138	11.907597	8.117959	MCE	2-(Phosphonooxy)benzoic acid	0	not_abx	NA
HY-W006492	-0.20250013	5.7724133	MCE	5a-Pregnane-3,20-dione	0	not_abx	NA
HY-W007888	11.379953	7.70847	MCE	2-Hydroxy-4-methylbenzaldehyde	0	not_abx	NA
HY-W007828	9.909496	7.743427	MCE	Methyl 3-phenylpropanoate	0	not_abx	NA
HY-W007606	10.027936	6.3192143	MCE	Tyramine	0	not_abx	NA
HY-W007566	7.078209	11.67057	MCE	5-Methoxyindole-3-acetic acid	0	not_abx	NA
HY-W007539	12.348589	7.8161936	MCE	2,4-Dihydroxybenzaldehyde	0	not_abx	NA
HY-W007426	8.781183	7.351066	MCE	N-Methylbenzylamine	0	not_abx	NA
HY-W007355	6.9317837	11.831946	MCE	Skatole	0	not_abx	NA
HY-W007347	2.7794657	2.503941	MCE	1,2-Cyclohexanedione	0	not_abx	NA
HY-W007346	11.578062	7.4183264	MCE	m-Anisaldehyde	0	not_abx	NA
HY-W007035	4.6730804	1.7132521	MCE	H-Val-Ala-OH	0	not_abx	NA
HY-W006371	4.8769574	0.072479	MCE	(2-Aminoethyl)phosphonic acid	0	not_abx	NA
HY-W007926	3.3566854	0.8583947	MCE	2-Oxobutanoic acid	0	not_abx	NA
HY-W010201	2.031526	1.6528716	MCE	Citronellol	0	not_abx	NA
HY-W006057	3.339431	1.2520095	MCE	3-Methyl-2-oxobutanoic acid	0	not_abx	NA
HY-W010248	9.7548275	7.6838837	MCE	2-Phenylglycine	0	not_abx	NA
HY-W010320	12.183541	7.2147174	MCE	Ethyl maltol	0	not_abx	NA
HY-W005255	11.2254305	7.774745	MCE	3-(3-Hydroxyphenyl)propionic acid	0	not_abx	NA
HY-W005241	12.241286	7.3294225	MCE	5-Hydroxymethyl-2-furancarboxylic acid	0	not_abx	NA
HY-W010347	5.966629	1.4220197	MCE	L-Homocysteine	0	not_abx	NA
HY-W010381	3.3219974	0.603848	MCE	2-Methylsuccinic acid	0	not_abx	NA
HY-W005178	3.197016	2.3424225	MCE	Octadecanedioic acid	0	not_abx	NA
HY-W004924	8.756432	8.759416	MCE	5-Hydroxymethyluracil	0	not_abx	NA
HY-W007894	3.2380996	0.86978966	MCE	Dimethylmalonic acid	0	not_abx	NA
HY-W007970	9.459966	7.585119	MCE	H-Phe-Phe-OH	0	not_abx	NA
HY-W004874	11.166023	7.115802	MCE	2,6-Dimethylhydroquinone	0	not_abx	NA
HY-W009884	11.83576	6.3345695	MCE	Acetosyringone	0	not_abx	NA
HY-W009338	8.221401	5.887777	MCE	H-Val-Tyr-OH	0	not_abx	NA
HY-W009326	3.6291313	3.1813257	MCE	Laurocapram	0	not_abx	NA
HY-W009162	7.4751	0.9878772	MCE	Cytidine 5'-monophosphate	0	not_abx	NA
HY-W009390	5.834865	1.5169678	MCE	DL-Homocystine	0	not_abx	NA
HY-W008820	3.258307	0.749931	MCE	Glutaric acid	0	not_abx	NA
HY-W008646	6.894298	2.4246404	MCE	7,8-Dihydro-L-biopterin	0	not_abx	NA
HY-W008452	10.441152	5.9689713	MCE	H-Tyr(3-I)-OH	0	not_abx	NA
HY-W009732	11.565841	6.0695324	MCE	Sinapinic acid	0	not_abx	NA
HY-W008449	9.861237	1.6244034	MCE	1-Methylxanthine	0	not_abx	NA
HY-W008385	5.23959	0.94424385	MCE	H-HoArg-OH	0	not_abx	NA
HY-W010041	3.145545	-2.3340306	MCE	Scyllo-Inositol	0	not_abx	NA
HY-W010184	3.0920038	0.8116458	MCE	4,6-Dioxoheptanoic acid	0	not_abx	NA
HY-W010056	3.8681915	1.0945777	MCE	Diethyl fumarate	0	not_abx	NA
HY-W010098	11.685387	8.101119	MCE	Terephthalic acid	0	not_abx	NA
HY-W010104	5.8240643	1.5522908	MCE	L-Methionine sulfoxide	0	not_abx	NA
HY-W008253	7.0091386	11.900105	MCE	5-Hydroxyindole-3-acetic acid	0	not_abx	NA
HY-W008226	12.452757	7.3953257	MCE	Phloracetophenone	0	not_abx	NA
HY-W008188	9.097194	8.801372	MCE	3-Hydroxy-4-aminopyridine	0	not_abx	NA
HY-W008150	3.4673572	1.3395041	MCE	2-Hydroxy-3-methylbutanoic acid	0	not_abx	NA
HY-W008091	8.706995	8.74503	MCE	5-Methylcytosine	0	not_abx	NA
HY-W010104A	5.8073583	1.5216597	MCE	Methionine sulfoxide	0	not_abx	NA
HY-W010155	6.725716	11.875159	MCE	2-(1H-Indol-3-yl)ethan-1-ol	0	not_abx	NA
HY-W010382	2.9072564	0.25970772	MCE	Oxaloacetic acid	0	not_abx	NA
HY-W004307	3.4690804	3.1365497	MCE	Octadecanal	0	not_abx	NA
HY-W012241	3.1774194	1.8432635	MCE	Dodecanedioic acid	0	not_abx	NA
HY-W011690	5.890225	1.575836	MCE	L-Homocystine	0	not_abx	NA
HY-W010483	9.0113	7.4071474	MCE	2-Phenylethylamine	0	not_abx	NA
HY-W001080	11.716084	7.4574146	MCE	3,4-Dihydroxybenzeneacetic acid	0	not_abx	NA
HY-U00190	-1.2077044	4.6314025	MCE	Deprodone propionate	0	not_abx	NA
HY-U00124B	2.7339017	4.6347704	MCE	Tromantadine (hydrochloride)	0	not_abx	NA
HY-W010489	10.19425	8.074725	MCE	2-Phenylacetaldehyde	0	not_abx	NA
HY-W010510	4.630628	1.3517293	MCE	DL-Norvaline	0	not_abx	NA
HY-U00106	4.5555215	6.354729	MCE	Cimetropium (Bromide)	0	not_abx	NA
HY-W010589	4.857724	0.9197326	MCE	H-Abu-OH	0	not_abx	NA
HY-W010594	6.012926	1.7672459	MCE	Tetrahydrothiophen-3-one	0	not_abx	NA
HY-W010611	2.553204	0.9404421	MCE	3-Methylbut-2-enoic acid	0	not_abx	NA
HY-W011873	2.8456452	2.1223836	MCE	Palmitoleic acid	0	not_abx	NA
HY-W001132	6.960079	11.949547	MCE	Indole	0	not_abx	NA
HY-W011978	6.408557	11.564494	MCE	N-Acetyl-L-tryptophan	0	not_abx	NA
HY-W012078	7.1196723	1.2138232	MCE	5-Methyl-2'-deoxycytidine	0	not_abx	NA
HY-W012123	11.622642	6.1344724	MCE	3,4,5-Trimethoxycinnamic acid	0	not_abx	NA
HY-W012161	9.058025	6.8098974	MCE	Alanylphenylalanine	0	not_abx	NA
HY-W012185	2.732085	4.802523	MCE	(-)-Sparteine	0	not_abx	NA
HY-P0002A	5.805172	3.319052	MCE	Protirelin (Acetate)	0	not_abx	NA
HY-N7386A	3.9917889	-1.152565	MCE	D-Erythrose 4-phosphate (sodium)	0	not_abx	NA
HY-N7204	11.018589	6.6874385	MCE	4-Hydroxyderricin	0	not_abx	NA
HY-N7142	9.921594	5.6626472	MCE	DL-Norepinephrine (hydrochloride)	0	not_abx	NA
HY-N7140	2.5737865	1.944492	MCE	Gamma-Linolenic acid	0	not_abx	NA
HY-W001083	11.401706	8.100122	MCE	3-Hydroxyphenylacetic acid	0	not_abx	NA
HY-W001171	10.998386	8.48976	MCE	3-Hydroxyanthranilic acid	0	not_abx	NA
HY-W004283	3.2454066	2.7245235	MCE	Pentadecanoic acid	0	not_abx	NA
HY-W010435	2.0958285	1.1673399	MCE	Sulcatone	0	not_abx	NA
HY-W004282	3.1698544	2.3599474	MCE	Undecanoic acid	0	not_abx	NA
HY-W004260	3.3124263	3.0228207	MCE	Arachidic acid	0	not_abx	NA
HY-W004206	11.369974	7.5628414	MCE	2-(4-Methoxyphenyl)acetic acid	0	not_abx	NA
HY-W004078	10.052836	6.437358	MCE	4-Hydroxybenzylamine	0	not_abx	NA
HY-W004066	4.4459324	0.8344368	MCE	Ac-Ala-OH	0	not_abx	NA
HY-W004049	11.880946	8.047492	MCE	3-Hydroxybenzoic acid	0	not_abx	NA
HY-W002587	11.404289	7.7791376	MCE	4-Hydroxy-3-methylbenzoic acid	0	not_abx	NA
HY-W002292	4.8794656	0.3762452	MCE	L-Homoserine	0	not_abx	NA
HY-W002116	11.909819	6.1635942	MCE	Methyl syringate	0	not_abx	NA
HY-W010388	5.301038	1.0929286	MCE	Creatine	0	not_abx	NA
HY-W010448	8.091591	9.243515	MCE	Imidazol-1-yl-acetic acid	0	not_abx	NA
HY-W001174	12.144724	7.764307	MCE	2,5-Dihydroxyacetophenone	0	not_abx	NA
HY-W002110	11.676563	7.0520964	MCE	Isohomovanillic acid	0	not_abx	NA
HY-W002105	12.314334	7.4121575	MCE	2,5-Furandicarboxylic acid	0	not_abx	NA
HY-W002065	8.629441	9.552117	MCE	4-Carboxypyrazole	0	not_abx	NA
HY-W001996	10.359565	8.926018	MCE	6-Hydroxynicotinic acid	0	not_abx	NA
HY-W010450	8.734121	8.809728	MCE	Thymine	0	not_abx	NA
HY-W001963	10.782859	8.720663	MCE	Pyrrole-2-carboxylic acid	0	not_abx	NA
HY-W001959	4.82201	0.45256174	MCE	D-Allothreonine	0	not_abx	NA
HY-W001189	5.896604	2.017391	MCE	1,3-Dithiane	0	not_abx	NA
HY-W010476	7.591163	9.270166	MCE	2,3,5-Trimethylpyrazine	0	not_abx	NA
HY-W001179	12.263183	7.790617	MCE	2,5-Dihydroxybenzoic acid	0	not_abx	NA
HY-W015371	9.800247	7.7276506	MCE	Ethyl phenylacetate	0	not_abx	NA
HY-N2391	11.597682	6.6372366	MCE	p-Hydroxycinnamic acid	0	not_abx	NA
HY-N0637	12.578961	6.9037366	MCE	Eriodictyol	0	not_abx	NA
HY-N2371	0.6408708	4.920102	MCE	27-Hydroxycholesterol	0	not_abx	NA
HY-W018512	0.49868608	5.7410827	MCE	7-Ketolithocholic acid	0	not_abx	NA
HY-N0862	5.127006	5.335884	MCE	Harringtonine	0	not_abx	NA
HY-W018555	5.939021	1.3250484	MCE	D-Cysteine	0	not_abx	NA
HY-N0832	6.7835736	3.0042388	MCE	L-Histidine	0	not_abx	NA
HY-N0830	3.3118138	2.8129067	MCE	Palmitic acid	0	not_abx	NA
HY-W018653	3.1838057	3.1422408	MCE	Cyclohexaneacetic acid	0	not_abx	NA
HY-W018772	3.7857194	-1.5352328	MCE	D-Ribose(mixture of isomers)	0	not_abx	NA
HY-N0822	10.887047	6.558318	MCE	Shikonin	0	not_abx	NA
HY-N0818	-0.24475104	3.9762657	MCE	Chikusetsusaponin Iva	0	not_abx	NA
HY-N0814	4.2258554	-0.8069779	MCE	Phytic acid	0	not_abx	NA
HY-W018791	11.120317	5.7027526	MCE	Bifendate	0	not_abx	NA
HY-N0808	-0.11587337	5.656277	MCE	Camphor	0	not_abx	NA
HY-W019151	11.532178	6.0547657	MCE	Meconine	0	not_abx	NA
HY-N0806	2.4330888	-1.4282707	MCE	Sweroside	0	not_abx	NA
HY-W019358	10.473772	8.34544	MCE	2-hydroxymethyl benzoic acid	0	not_abx	NA
HY-W019670	7.2383494	1.0754011	MCE	N4-Acetylcytidine	0	not_abx	NA
HY-W019711	10.4848385	7.568238	MCE	trans-Cinnamaldehyde	0	not_abx	NA
HY-N0792	9.026573	11.760097	MCE	Tectorigenin	0	not_abx	NA
HY-W027968	7.691976	12.429878	MCE	Coumarin-3-carboxylic Acid	0	not_abx	NA
HY-W032013	3.4044082	2.7154179	MCE	1-Octanol	0	not_abx	NA
HY-N0787	11.397145	5.261131	MCE	Cryptochlorogenic acid	0	not_abx	NA
HY-N0785	-0.6865204	4.515222	MCE	Ginkgolide C	0	not_abx	NA
HY-W034065	12.273259	7.6272063	MCE	3,5-Dihydroxyacetophenone	0	not_abx	NA
HY-N0865	-1.5123734	5.199846	MCE	Ingenol	0	not_abx	NA
HY-W018501	8.199618	6.611196	MCE	Methyl p-tert-butylphenylacetate	0	not_abx	NA
HY-N0872	0.02527991	5.998428	MCE	Isosteviol	0	not_abx	NA
HY-W018004	5.1984286	1.1434073	MCE	L-Homocitrulline	0	not_abx	NA
HY-W017524	3.2141464	0.8043982	MCE	2-Methylpentanedioic acid	0	not_abx	NA
HY-N1196	7.305641	11.599455	MCE	Suberosin	0	not_abx	NA
HY-W017613	9.032557	7.2956324	MCE	(Ethoxymethyl)benzene	0	not_abx	NA
HY-N1132A	2.6126266	-2.4142275	MCE	D-(+)-Trehalose dihydrate	0	not_abx	NA
HY-N1132	2.630148	-2.404376	MCE	D-(+)-Trehalose	0	not_abx	NA
HY-N1063	11.847172	6.3132605999999996	MCE	Xanthoxylin	0	not_abx	NA
HY-N0936	7.5622687	11.795398	MCE	Coixol	0	not_abx	NA
HY-N0935	7.568683	9.152404	MCE	Ligustrazine (hydrochloride)	0	not_abx	NA
HY-N0929	10.390156	5.9790587	MCE	Hexahydrocurcumin	0	not_abx	NA
HY-N0919	11.783346	7.04589	MCE	Yangonin	0	not_abx	NA
HY-N0914	2.2353969	-1.4612874	MCE	Ajugol	0	not_abx	NA
HY-N0880	-0.1587264	4.8600507	MCE	Cinobufotalin	0	not_abx	NA
HY-N0913	2.6021116	-2.2273088	MCE	Manninotriose	0	not_abx	NA
HY-N0912	2.411961	-2.0625927	MCE	Rehmannioside D	0	not_abx	NA
HY-W018161	3.2385342	2.2462516	MCE	Hexadecanedioic acid	0	not_abx	NA
HY-N0898	12.628657	6.7813196	MCE	Catechin	0	not_abx	NA
HY-N0894	9.7727165	5.597988	MCE	Octahydrocurcumin	0	not_abx	NA
HY-W018197	9.981074	8.161633	MCE	2-Phenylacetamide	0	not_abx	NA
HY-N0893	10.811215	6.2779603	MCE	Tetrahydrocurcumin	0	not_abx	NA
HY-N0890	-0.30795395	2.6597753	MCE	Tubeimoside I	0	not_abx	NA
HY-N0889	8.863907	11.625466	MCE	Ginkgetin	0	not_abx	NA
HY-W018392	7.6436725	5.286593	MCE	Phthalic acid mono-2-ethylhexyl ester	0	not_abx	NA
HY-N0784	-0.698472	4.537733	MCE	Ginkgolide B	0	not_abx	NA
HY-N0780	-0.5750524	5.3298287	MCE	Isoalantolactone	0	not_abx	NA
HY-N0779	12.423542	6.6748414	MCE	Isosilybin	0	not_abx	NA
HY-W050031	3.6077765999999998	0.9923874	MCE	(S)-3-Hydroxybutanoic acid	0	not_abx	NA
HY-N0695	9.765717	4.8222647	MCE	Schisantherin B	0	not_abx	NA
HY-N0692	10.046016	5.027378	MCE	Schisandrol B	0	not_abx	NA
HY-N0687	4.320003	7.3502336	MCE	Vindoline	0	not_abx	NA
HY-W041019	6.678609	11.633649	MCE	5-Hydroxytryptophol	0	not_abx	NA
HY-W041171	9.978195	6.5128317	MCE	3-Chloro-L-tyrosine	0	not_abx	NA
HY-W041470	8.486739	6.783767	MCE	4-Methyl-1-phenyl-2-pentanone	0	not_abx	NA
HY-W042193	5.125662	2.4634886	MCE	2-Piperidone	0	not_abx	NA
HY-N0681	2.671613	-1.7379946	MCE	D-Pantothenic acid (hemicalcium salt)	0	not_abx	NA
HY-W049735	5.622051	5.763424	MCE	N,N,O-Tridesmethylvenlafaxine	0	not_abx	NA
HY-W050026	9.234511	6.983032	MCE	Phenylacetylglutamine	0	not_abx	NA
HY-N0677	-1.0258297	4.509774	MCE	Dehydroandrographolide succinate	0	not_abx	NA
HY-W040948	7.5844502	9.236108	MCE	2-Ethylpyrazine	0	not_abx	NA
HY-N0676	-1.0341346	5.142313	MCE	Dehydroandrographolide	0	not_abx	NA
HY-N0667	4.9975677	0.40676218	MCE	L-Asparagine	0	not_abx	NA
HY-N0666	4.4253287	0.44226244	MCE	L-Aspartic acid	0	not_abx	NA
HY-W050044	4.6625814	2.8221283	MCE	L-Azetidine-2-carboxylic acid	0	not_abx	NA
HY-N0658	4.8926363	0.49186867	MCE	L-Threonine	0	not_abx	NA
HY-N0651	7.4657707	13.875531	MCE	Spinosin	0	not_abx	NA
HY-N0650	4.980065	0.26517993	MCE	L-Serine	0	not_abx	NA
HY-N0644	3.7041063	6.4315944	MCE	Carnosic acid	0	not_abx	NA
HY-N0642	2.7410045	-2.132018	MCE	α-L-Rhamnose monohydrate	0	not_abx	NA
HY-N0640	7.130449	14.066014	MCE	Kuromanin (chloride)	0	not_abx	NA
HY-W040971	11.380732	6.638798	MCE	Creosol	0	not_abx	NA
HY-W040141	3.9807334	-1.5688878	MCE	L-Arabinitol	0	not_abx	NA
HY-N0774	7.8646173	12.207128	MCE	Isofraxidin	0	not_abx	NA
HY-N0733	3.6888344	-1.0223682	MCE	Glucosamine (hydrochloride)	0	not_abx	NA
HY-N0771	4.439951	1.8003485	MCE	L-Isoleucine	0	not_abx	NA
HY-W038287	7.197739	11.555503	MCE	2-Methylbenzoxazole	0	not_abx	NA
HY-N0770	9.542537	4.9226956	MCE	Isoliensinine	0	not_abx	NA
HY-N0766	4.457178	6.7390814	MCE	Isorhynchophylline	0	not_abx	NA
HY-N0761	11.646116	6.140583	MCE	Isoferulic acid	0	not_abx	NA
HY-N0751	7.1538467	14.005909	MCE	Scutellarin	0	not_abx	NA
HY-N0750	2.579507	3.2648618	MCE	Monocrotaline	0	not_abx	NA
HY-N0741A	8.933545	5.2288513	MCE	Leonurine (hydrochloride)	0	not_abx	NA
HY-N0741	8.848183	5.2089987	MCE	Leonurine	0	not_abx	NA
HY-N0739	4.6039343	3.8035302	MCE	Betaine (hydrochloride)	0	not_abx	NA
HY-N0729	2.728041	2.0811281	MCE	Linoleic acid	0	not_abx	NA
HY-W040088	4.683826	2.018259	MCE	L-Alanyl-L-leucine	0	not_abx	NA
HY-W039157	7.6127586	9.171555	MCE	2-Acetyl-3-ethylpyrazine	0	not_abx	NA
HY-N0721	-0.32938355	3.2980874	MCE	Neoandrographolide	0	not_abx	NA
HY-W040040	2.2447495	-2.5798607	MCE	γ-Cyclodextrin	0	not_abx	NA
HY-N0717	4.4844103	1.7478397	MCE	L-Valine	0	not_abx	NA
HY-W040055	8.753623	1.2357236	MCE	Neopterin	0	not_abx	NA
HY-N0711	8.866739	6.8671703	MCE	Carvacrol	0	not_abx	NA
HY-N0709	7.627406	12.45196	MCE	Coumarin	0	not_abx	NA
HY-N0708	12.134499	7.0212383	MCE	Vanillic acid	0	not_abx	NA
HY-N0707	6.2815375	11.370356	MCE	(S)-Indoximod	0	not_abx	NA
HY-N0703	7.380277	13.900195	MCE	Schaftoside	0	not_abx	NA
HY-N1214	1.8147048	1.400359	MCE	Squalene	0	not_abx	NA
HY-N1363	2.879286	2.2866933	MCE	Royal Jelly acid	0	not_abx	NA
HY-N1366	7.7736754	12.352369	MCE	Herniarin	0	not_abx	NA
HY-W016813	2.8333251	0.29316527	MCE	trans-Aconitic acid	0	not_abx	NA
HY-N2079	2.507553	4.9598603	MCE	(-)-Securinine	0	not_abx	NA
HY-W016480	9.380089	7.586649	MCE	4-Amino-L-phenylalanine	0	not_abx	NA
HY-N2067	11.420699	6.555674	MCE	Vanillyl alcohol	0	not_abx	NA
HY-W016562	9.892599	7.774121	MCE	Hippuric acid	0	not_abx	NA
HY-W016628	3.5084293	-1.7555823	MCE	L-Gulono-1,4-lactone	0	not_abx	NA
HY-N2064	4.9384947	6.3390074	MCE	Racanisodamine	0	not_abx	NA
HY-N2041	3.2746358	2.660056	MCE	Myristic acid	0	not_abx	NA
HY-N2031	10.685602	4.5994897	MCE	Parishin	0	not_abx	NA
HY-W016784	6.5718727	11.843226	MCE	Indole-3-acetamide	0	not_abx	NA
HY-W016785	4.732939	1.6197194	MCE	Glycyl-L-valine	0	not_abx	NA
HY-N2026	10.533703	6.83934	MCE	Propylparaben	0	not_abx	NA
HY-W015883	2.7523572	0.25416988	MCE	Fumaric acid	0	not_abx	NA
HY-N2024A	3.0028455	-2.0733464	MCE	Maltose monohydrate	0	not_abx	NA
HY-N2024	2.683617	-2.3832488	MCE	Maltose	0	not_abx	NA
HY-W016814	2.8039446	0.2870291	MCE	(Z)-Aconitic acid	0	not_abx	NA
HY-N2020	3.7578979	3.423537	MCE	Anacardic Acid	0	not_abx	NA
HY-N1978	7.163551	13.731266	MCE	3'-Methoxypuerarin	0	not_abx	NA
HY-N1944	1.8136834	1.5387231	MCE	Nerolidol	0	not_abx	NA
HY-N1942	7.752247	11.399761	MCE	5-O-Demethylnobiletin	0	not_abx	NA
HY-W016823	10.011896	6.3237514	MCE	Tyramine (hydrochloride)	0	not_abx	NA
HY-N1938	2.3573132	-2.4720907	MCE	D(+)-Raffinose (pentahydrate)	0	not_abx	NA
HY-N1926	11.143622	7.675414	MCE	Dihydrocoumarin	0	not_abx	NA
HY-W015967	3.5988626	0.3904608	MCE	Glycolic acid	0	not_abx	NA
HY-W015878	4.7169676	1.1548523	MCE	5-Aminovaleric acid	0	not_abx	NA
HY-N1914	5.151004	7.200456	MCE	Ergothioneine	0	not_abx	NA
HY-W015591	10.563613	8.14228	MCE	2-Hydroxy-2-phenylacetic acid	0	not_abx	NA
HY-W015410	3.4225008	0.4779766	MCE	Disodium succinate	0	not_abx	NA
HY-W015464	4.3781943	1.689594	MCE	N-Isovaleroylglycine	0	not_abx	NA
HY-N2337	-0.9638773	5.6629305	MCE	11beta-Hydroxyprogesterone	0	not_abx	NA
HY-W015466	4.4080076	1.7215492	MCE	Acetylvaline	0	not_abx	NA
HY-W015495	4.933599	0.99161637	MCE	L-Dihydroorotic acid	0	not_abx	NA
HY-N2329	11.311995	5.993214	MCE	Piperlongumine	0	not_abx	NA
HY-N2325	2.5857787	-2.4084032	MCE	D-(+)-Cellobiose	0	not_abx	NA
HY-N2323	10.696393	5.33174	MCE	4'-Demethylpodophyllotoxin	0	not_abx	NA
HY-W015560	12.339766	7.7706847	MCE	3,5-Dihydroxybenzoic acid	0	not_abx	NA
HY-W015590	11.374959	8.04132	MCE	2-Hydroxyphenylacetic acid	0	not_abx	NA
HY-W015608	10.252551	8.256814	MCE	2-Phenylpropionic acid	0	not_abx	NA
HY-N2084	1.7091086	1.7316177	MCE	Perillartine	0	not_abx	NA
HY-N2195	-0.06817709	4.535223	MCE	Nootkatone	0	not_abx	NA
HY-W015611	3.79439	-1.5369769	MCE	L-(+)-Arabinose	0	not_abx	NA
HY-N2129	9.298869	4.9192996	MCE	N-Nornuciferine	0	not_abx	NA
HY-W015618	9.439886	7.7628045	MCE	2',4'-Dimethylacetophenone	0	not_abx	NA
HY-W015780	11.835345	7.026803	MCE	1,4-Dimethoxybenzene	0	not_abx	NA
HY-W015786	11.433443	7.212619	MCE	4-Ethoxyphenol	0	not_abx	NA
HY-N2119	8.812294	11.596621	MCE	Sciadopitysin	0	not_abx	NA
HY-N2117	8.894516	11.702041	MCE	Isoginkgetin	0	not_abx	NA
HY-W015823	11.124098	7.4331145	MCE	4-Hydroxybenzyl cyanide	0	not_abx	NA
HY-W015874	3.5746326	1.2786579	MCE	2-Hydroxy-2-methylbutanoic acid	0	not_abx	NA
HY-W016887	5.149354	2.5420086	MCE	H-Gly-Pro-OH	0	not_abx	NA
HY-N1913	11.621254	7.1523356	MCE	Danshensu	0	not_abx	NA
HY-W017522	3.3032525	0.87122935	MCE	Adipic acid	0	not_abx	NA
